ProductNumber,BrandName,ProductName,Nameless,Country,grams,mL,Pcs,DollarPerKg,Dollars,BusinessName,Location1,HoursMon,HoursTue,HoursWed,HoursThu,HoursFri,HoursSat,HoursSun,Phone
CA000010150,Raureni,Rosehip Jam,null,Romania,null,314,null,null,4.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010151,Raureni,Sour Cherry Jam,null,Romania,null,314,null,null,3.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010152,Raureni,Blueberry Jam,null,Romania,null,280,null,null,6.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010153,Raureni,Rose Petal Jam,null,Romania,350,null,null,null,5.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010154,Raureni,Apricot Jam,null,Romania,null,314,null,null,3.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010155,Raureni,Blackberry Jam,Pectin-free,Romania,null,280,null,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010156,Raureni,Quince Jam,null,Romania,350,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010157,Raureni,Bitter Cherry Jam,Pectin-free,Romania,null,196,null,null,6.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010158,Raureni,Green Walnut Jam,null,Romania,250,null,null,null,6.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010159,Raureni,Cherry Jam,null,Romania,null,280,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010160,Laurenz Snack-World,Curly Peanut Classic Chips,null,Germany,null,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010161,Dupont D'Isigny,Crème Caramel,null,France,230,null,null,null,6.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010162,Dupont D'Isigny,Caramel with Stawberry Milk,null,France,250,null,null,null,6.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010163,Barnier,Assortiment de bonbons aux pures pulpes de fruits,null,France,0,0,null,null,5.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010164,Dupont D'Isigny,Espresso Candy,null,France,250,null,null,null,6.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010165,Dupont D'Isigny,Cream Caramel Candy,null,France,250,null,null,null,6.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010166,Zentis,Aachener Pflumli,null,Germany,450,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010167,Les Comtes de Provence,Cherry Jam,Organic,France,null,250,null,null,8.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010168,Les Comtes de Provence,Orange Jam ,Organic,France,null,250,null,null,8.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010169,Les Comtes de Provence,Rose Petal Jelly Jam,null,France,null,250,null,null,7.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010170,Les Comtes de Provence,Red Fig Jam,null,France,null,250,null,null,7.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010171,Les Comtes de Provence,Pear Jam,null,France,null,250,null,null,7.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010172,Wilkin & Sons Ltd.,Pure Cranberry Jam with Cointreau,null,England,null,250,null,null,11.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010173,Wilkin & Sons Ltd.,Pure Strawberry Jam with Champagne,null,England,null,250,null,null,11.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010174,Wilkin & Sons Ltd.,Pure Spiced Christmas Jam,null,England,null,250,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010175,Braswell's,Peach Apricot Preserve,null,null,368,null,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010176,Braswell's,Tart Cherry Preserve,null,null,369,null,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010177,Goplana Mella,Jelly in Chocolate,null,Poland,190,null,null,null,2.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010178,Lolly Jelly,Fruit Flavored Jellies,null,Poland,200,null,null,null,2.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010179,Cavendish & Harvey,Sour Lemon Candies,null,Germany,200,null,null,null,3.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010180,Cavendish & Harvey,Fruit Candies,null,Germany,300,null,null,null,6.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010181,Cavendish & Harvey,Wild Berry Candies,null,Germany,175,null,null,null,3.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010182,Cavendish & Harvey,Mixed Fruit Candies,null,Germany,200,null,null,null,3.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010183,S.O. Hansh,Honey,null,Quebec,0,0,null,null,15.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010184,Em-eukal,Sage drops with Sweeteners,Candy,Germany,50,null,null,null,3.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010185,Goplana Mella,Chocolate-coated Orange Jelly,null,Poland,190,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010186,Schluckwerder,Marzipan in Plain Chocolate,null,Germany,25,null,null,null,1.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010187,Schluckwerder,Marzipan in Plain Chocolate,null,Germany,100,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010188,Old-Excellent,Chocolate Coated Marzipan,null,Germany,100,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010189,Podravka,Plum Butter,null,Croatia,null,580,null,null,7.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010190,Mom's Pantry,Plum Jam,Sugar-free,Serbia,null,580,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010191,Mom's Pantry,Rosehip Jam,null,Serbia,null,580,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010192,Mom's Pantry,Apricot Jam,null,Serbia,null,580,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010193,Hartley's,Seville Oranges - Thin Cut,null,Spain,null,425,null,null,9.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010194,Patisserie Matheo,Meringue Crowns,null,Austria,null,100,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010195,Em-eukal,Ginger-Orange ,null,Germany,null,50,null,null,3.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010196,Podravka,Pure Mixed Jam,null,Croatia,null,580,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010197,Goplana Mella,Chocolate-coated Lemon Jelly,null,Poland,190,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010198,Podravka,Pure Apricot Jam,null,Croatia,null,580,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010199,Nutrafruit,Plum Butter,null,Croatia,null,750,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010200,Walkers,Stem Ginger Biscuits,null,Scotland,150,null,null,null,5.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010201,Walkers,Toffee & Pecan Biscuits,null,Scotland,150,null,null,null,5.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010202,Cote D'Or,Mignonnette - Dark Chocolate,null,Belgium,240,null,null,null,10.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010203,Cote D'Or,Mignonnette - Milk Chocolate ,null,Belgium,240,null,null,null,10.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010204,Storck,Merci - Assorted Chocolates,null,Germany,250,null,null,null,9.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010205,Panda,Soft Licorice,null,Finland,170,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010206,Heidi,Milk Chocolate with Whole Caramelized Hazelnuts,null,Romania,100,null,null,null,4.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010207,Heidi,Milk Chocolate with Caramelized Walnuts,null,Romania,100,null,null,null,4.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010208,Heidi,Dark Chocolate with Whole Caramelized Hazelnuts,null,Romania,100,null,null,null,4.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010209,Heidi,Milk Chocolate with Vanilla Flavour,null,Romania,100,null,null,null,4.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010210,Heidi,Dark Chocolate with Himalayan Salt,null,Romania,80,null,null,null,3.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010211,Moulin Des Moines,Bitter Chocolate - 100% Cocoa,null,France,100,null,null,null,8.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010212,Camille Bloch,Dark Chocolate - Kirsch - 60%,null,Switzerland,100,null,null,null,5.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010213,Camille Bloch,Dark Chocolate - Cognac - 60%,null,Switzerland,100,null,null,null,5.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010214,Camille Bloch,Dark Chocolate Mousse - 60%,null,Switzerland,100,null,null,null,5.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010215,Galler Chocolatier,Dark Chocolate - 85% ,null,Belgium,80,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010216,Galler Chocolatier,Dark Chocolate - Orange - 70%,null,Belgium,80,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010217,Galler Chocolatier,Dark Chocolate - 70%,null,Belgium,80,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010218,Schwarze Herren Schokolade,Dark Chocolate - 60%,null,Germany,100,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010219,Quaranta,Soft Nougat with Strawberries,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010220,Quaranta,Soft Nougat with Country Berries,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010221,Quaranta,Soft Nougat with Lemon,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010222,Quaranta,Soft Nougat with Raisins and Rhum,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010223,Quaranta,Soft Nougat with Tropical Fruit,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010224,Quaranta,Soft Nougat with Sour Cherries,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010225,Quaranta,Soft Nougat with Coffee,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010226,Quaranta,Soft Nougat wth Gianduja Hazelnuts,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010227,Quaranta,Soft Nougat with Dark Chocolate,null,Italy,100,null,null,null,5.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010228,Sir Charles,Soft Nougat - Peanuts,null,Netherlands,135,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010229,Golden Alps,Dark Chocolate,null,Switzerland,100,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010230,Golden Alps,Milk Chocolate with Hazelnuts,null,Switzerland,100,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010231,Golden Alps,Milk Chocolate with Raisins and Hazelnuts,null,Switzerland,100,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010232,Golden Alps,Milk Chocolate,null,Switzerland,100,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010233,Golden Alps,White Chocolate,null,Switzerland,100,null,null,null,2.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010234,Golden Alps,Milk Chocolate with Hazelnuts,null,Switzerland,300,null,null,null,6.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010235,Golden Alps,Dark Chocolate,null,Switzerland,300,null,null,null,6.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010236,Golden Alps,Milk Chocolate,null,Switzerland,300,null,null,null,6.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010237,Golden Alps,Dark Chocolate with Hazelnuts - 74%,null,Switzerland,300,null,null,null,7.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010238,Golden Alps,Dark Chocolate - 74%,null,Switzerland,300,null,null,null,7.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010239,Haribo,Starmix Gummy Candies,null,Germany,175,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010240,Haribo,Fruity Frutti Gummy Candies,null,Germany,160,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010241,Haribo,Goldbears Gummy Candies,null,Germany,175,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010242,Haribo,Licorice Confectionery,Lakritz Konfekt,Germany,200,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010243,Haribo,Happy Cherries Gummy Candies,null,Germany,175,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010244,Haribo,Happy Cola Gummy Candies,null,Germany,175,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010245,Haribo,Tangastics Gummy Candies,null,Germany,175,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010246,Haribo,Color-Rado Gummy Candies,null,Germany,200,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010247,Haribo,Licorice Gummy Candies,null,Germany,200,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010248,Haribo,Goldbears Gummy Candies,null,Germany,360,null,null,null,4.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010249,Gavottes,Rolled Wafer Filled - Caramel,null,France,90,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010250,Gavottes,Crispy Crepe Biscuits - Milk Chocolate,null,France,90,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010251,Gavottes,Crispy Crepe Biscuits - Dark Chocolate,null,France,90,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
